,rpm,cm,V,mA,,,,,,,,,,,,,
time,rpm,waveheight,voltage,current,power,,,,,,,,,,,,
2026-08-14T19:32:59+05:30,0.5,83.87,4.107,26.88,0.11039616,,,,,,,,,,,,
2026-08-14T19:33:00+05:30,0,98.41,2.809,18.39,0.05165751,,,,,,,,,,,,
2026-08-14T19:33:01+05:30,0,93.46,3.888,25.45,0.0989496,,,,,,,,,,,,
2026-08-14T19:33:02+05:30,0,96.79,2.439,15.97,0.03895083,,,,,,,,,,,,
2026-08-14T19:33:03+05:30,0,92.89,3.534,23.13,0.08174142,,,,,,,,,,,,
2026-08-14T19:33:04+05:30,0,85.18,5.049,33.05,0.16686945,,,,,,,,,,,,
2026-08-14T19:33:05+05:30,2.4,87.40,5.470,35.81,0.1958807,,,,,,,,,,,,
2026-08-14T19:33:06+05:30,0,92.93,4.325,28.31,0.12244075,,,,,,,,,,,,
2026-08-14T19:33:07+05:30,0,94.00,5.453,35.69,0.19461757,,,,,,,,,,,,
2026-08-14T19:33:08+05:30,0.3,84.24,5.083,33.27,0.16911141,,,,,,,,,,,,
2026-08-14T19:33:09+05:30,2,89.68,4.073,26.66,0.10858618,,,,,,,,,,,,
2026-08-14T19:33:10+05:30,0,102.22,5.015,32.83,0.16464245,,,,,,,,,,,,
2026-08-14T19:33:11+05:30,0,111.40,7.422,48.58,0.36056076,,,,,,,,,,,,
2026-08-14T19:33:12+05:30,0,102.63,9.627,63.02,0.60669354,,,,,,,,,,,,
2026-08-14T19:33:13+05:30,2.2,78.57,7.523,49.24,0.37043252,,,,,,,,,,,,
2026-08-14T19:33:14+05:30,0.5,82.99,7.523,49.24,0.37043252,,,,,,,,,,,,
2026-08-14T19:33:15+05:30,0,83.13,6.968,45.61,0.31781048,,,,,,,,,,,,
2026-08-14T19:33:16+05:30,0,90.32,5.907,38.67,0.22842369,,,,,,,,,,,,
2026-08-14T19:33:17+05:30,0,86.45,3.398,22.24,0.07557152,,,,,,,,,,,,
2026-08-14T19:33:18+05:30,0,86.34,3.719,24.34,0.09052046,,,,,,,,,,,,
2026-08-14T19:33:19+05:30,0,97.49,4.393,28.76,0.12634268,,,,,,,,,,,,
2026-08-14T19:33:20+05:30,0,101.41,1.227,8.03,0.00985281,,,,,,,,,,,,
2026-08-14T19:33:21+05:30,0,98.00,4.746,31.07,0.14745822,,,,,,,,,,,,
2026-08-14T19:33:22+05:30,0,112.52,3.652,23.91,0.08731932,,,,,,,,,,,,
2026-08-14T19:33:23+05:30,0.7,91.24,4.123,26.99,0.11127977,,,,,,,,,,,,
2026-08-14T19:33:24+05:30,0,92.57,1.639,10.73,0.01758647,,,,,,,,,,,,
2026-08-14T19:33:25+05:30,1,85.81,5.503,36.02,0.19821806,,,,,,,,,,,,
2026-08-14T19:33:26+05:30,0,82.86,8.011,52.44,0.42009684,,,,,,,,,,,,
2026-08-14T19:33:27+05:30,0,88.67,5.554,36.36,0.20194344,,,,,,,,,,,,
2026-08-14T19:33:28+05:30,1.9,73.17,2.553,16.71,0.04266063,,,,,,,,,,,,
2026-08-14T19:33:29+05:30,3.8,77.34,3.534,23.13,0.08174142,,,,,,,,,,,,
2026-08-14T19:33:30+05:30,4.4,99.82,1.765,11.55,0.02038575,,,,,,,,,,,,
2026-08-14T19:33:31+05:30,0,112.13,0.808,5.29,0.00427432,,,,,,,,,,,,
2026-08-14T19:33:32+05:30,0,107.88,2.185,14.30,0.0312455,,,,,,,,,,,,
2026-08-14T19:33:33+05:30,0,97.80,4.140,27.10,0.112194,,,,,,,,,,,,
2026-08-14T19:33:34+05:30,0.3,101.58,2.935,19.21,0.05638135,,,,,,,,,,,,
2026-08-14T19:33:35+05:30,1.4,100.40,3.450,22.58,0.077901,,,,,,,,,,,,
2026-08-14T19:33:36+05:30,0.1,78.64,1.287,8.42,0.01083654,,,,,,,,,,,,
2026-08-14T19:33:37+05:30,0,79.52,2.794,18.29,0.05110226,,,,,,,,,,,,
2026-08-14T19:33:38+05:30,0,80.41,7.372,48.26,0.35577272,,,,,,,,,,,,
2026-08-14T19:33:39+05:30,3.9,82.60,3.921,25.67,0.10065207,,,,,,,,,,,,
2026-08-14T19:33:40+05:30,0,97.07,6.463,42.31,0.27344953,,,,,,,,,,,,
2026-08-14T19:33:41+05:30,0,99.24,9.677,63.34,0.61294118,,,,,,,,,,,,
2026-08-14T19:33:42+05:30,0.1,81.11,4.039,26.44,0.10679116,,,,,,,,,,,,
2026-08-14T19:33:43+05:30,4.4,93.32,4.628,30.29,0.14018212,,,,,,,,,,,,
2026-08-14T19:33:44+05:30,0,105.94,4.460,29.19,0.1301874,,,,,,,,,,,,
2026-08-14T19:33:45+05:30,0,103.94,3.989,26.11,0.10415279,,,,,,,,,,,,
2026-08-14T19:33:46+05:30,0,99.46,5.015,32.83,0.16464245,,,,,,,,,,,,
2026-08-14T19:33:47+05:30,0,93.96,5.571,36.47,0.20317437,,,,,,,,,,,,
2026-08-14T19:33:48+05:30,0,98.88,4.157,27.21,0.11311197,,,,,,,,,,,,
2026-08-14T19:33:49+05:30,0,85.63,1.996,13.07,0.02608772,,,,,,,,,,,,
2026-08-14T19:33:50+05:30,0,76.68,2.920,19.11,0.0558012,,,,,,,,,,,,
2026-08-14T19:33:51+05:30,0,73.60,2.047,13.40,0.0274298,,,,,,,,,,,,
2026-08-14T19:33:52+05:30,0.4,83.66,2.065,13.52,0.0279188,,,,,,,,,,,,
2026-08-14T19:33:53+05:30,0,95.86,3.635,23.79,0.08647665,,,,,,,,,,,,
2026-08-14T19:33:54+05:30,4.6,98.08,2.317,15.17,0.03514889,,,,,,,,,,,,
2026-08-14T19:33:55+05:30,0,109.75,3.534,23.13,0.08174142,,,,,,,,,,,,
2026-08-14T19:33:56+05:30,0,107.83,3.804,24.90,0.0947196,,,,,,,,,,,,
2026-08-14T19:33:57+05:30,0,104.75,4.409,28.86,0.12724374,,,,,,,,,,,,
2026-08-14T19:33:58+05:30,1,82.76,1.272,8.33,0.01059576,,,,,,,,,,,,
2026-08-14T19:33:59+05:30,0,87.78,0.872,5.71,0.00497912,,,,,,,,,,,,
2026-08-14T19:34:00+05:30,0,84.38,0.720,4.71,0.0033912,,,,,,,,,,,,
2026-08-14T19:34:01+05:30,0,79.54,3.888,25.45,0.0989496,,,,,,,,,,,,
2026-08-14T19:34:02+05:30,0,76.94,4.039,26.44,0.10679116,,,,,,,,,,,,
2026-08-14T19:34:03+05:30,5.8,92.73,3.787,24.79,0.09387973,,,,,,,,,,,,
2026-08-14T19:34:04+05:30,0,106.29,1.902,12.45,0.0236799,,,,,,,,,,,,
2026-08-14T19:34:05+05:30,3.6,97.01,2.430,15.91,0.0386613,,,,,,,,,,,,
2026-08-14T19:34:06+05:30,3.4,100.24,2.533,16.58,0.04199714,,,,,,,,,,,,
2026-08-14T19:34:07+05:30,0,110.01,3.989,26.11,0.10415279,,,,,,,,,,,,
2026-08-14T19:34:08+05:30,2.3,98.06,4.174,27.32,0.11403368,,,,,,,,,,,,
2026-08-14T19:34:09+05:30,0.2,83.83,7.860,51.45,0.404397,,,,,,,,,,,,
2026-08-14T19:34:10+05:30,0,70.02,6.732,44.07,0.29667924,,,,,,,,,,,,
2026-08-14T19:34:11+05:30,0,85.75,5.200,34.04,0.177008,,,,,,,,,,,,
2026-08-14T19:34:12+05:30,1.4,83.67,2.868,18.77,0.05383236,,,,,,,,,,,,
2026-08-14T19:34:13+05:30,2.3,102.57,1.271,8.32,0.01057472,,,,,,,,,,,,
2026-08-14T19:34:14+05:30,2.3,100.89,1.163,7.61,0.00885043,,,,,,,,,,,,
2026-08-14T19:34:15+05:30,0,88.12,1.244,8.14,0.01012616,,,,,,,,,,,,
2026-08-14T19:34:16+05:30,0,94.47,2.799,18.32,0.05127768,,,,,,,,,,,,
2026-08-14T19:34:17+05:30,0,103.13,4.494,29.42,0.13221348,,,,,,,,,,,,
2026-08-14T19:34:18+05:30,0.9,89.87,7.372,48.26,0.35577272,,,,,,,,,,,,
2026-08-14T19:34:19+05:30,0,94.00,7.574,49.58,0.37551892,,,,,,,,,,,,
2026-08-14T19:34:20+05:30,2.3,95.70,9.677,63.34,0.61294118,,,,,,,,,,,,
2026-08-14T19:34:21+05:30,0,81.44,4.611,30.18,0.13915998,,,,,,,,,,,,
2026-08-14T19:34:22+05:30,0,82.07,3.122,20.44,0.06381368,,,,,,,,,,,,
2026-08-14T19:34:23+05:30,0,91.26,4.460,29.19,0.1301874,,,,,,,,,,,,
2026-08-14T19:34:24+05:30,0,96.86,8.280,54.20,0.448776,,,,,,,,,,,,
2026-08-14T19:34:25+05:30,0,100.24,7.321,47.92,0.35082232,,,,,,,,,,,,
2026-08-14T19:34:26+05:30,0,100.76,6.597,43.18,0.28485846,,,,,,,,,,,,
2026-08-14T19:34:27+05:30,0.2,94.64,9.745,63.79,0.62163355,,,,,,,,,,,,
2026-08-14T19:34:28+05:30,2.1,95.12,6.244,40.87,0.25519228,,,,,,,,,,,,
2026-08-14T19:34:29+05:30,0,83.83,3.282,21.48,0.07049736,,,,,,,,,,,,
2026-08-14T19:34:30+05:30,0,81.63,3.075,20.13,0.06189975,,,,,,,,,,,,
2026-08-14T19:34:31+05:30,0,86.33,3.416,22.36,0.07638176,,,,,,,,,,,,
2026-08-14T19:34:32+05:30,0,92.86,2.947,19.29,0.05684763,,,,,,,,,,,,
2026-08-14T19:34:33+05:30,0,95.34,6.412,41.97,0.26911164,,,,,,,,,,,,
2026-08-14T19:34:34+05:30,0,92.31,3.770,24.68,0.0930436,,,,,,,,,,,,
2026-08-14T19:34:35+05:30,4.1,103.00,2.588,16.94,0.04384072,,,,,,,,,,,,
2026-08-14T19:34:36+05:30,1.2,108.01,5.520,36.13,0.1994376,,,,,,,,,,,,
2026-08-14T19:34:37+05:30,1,91.60,6.059,39.66,0.24029994,,,,,,,,,,,,
2026-08-14T19:34:38+05:30,2.5,91.84,7.372,48.26,0.35577272,,,,,,,,,,,,
2026-08-14T19:34:39+05:30,0,99.39,9.256,60.59,0.56082104,,,,,,,,,,,,
2026-08-14T19:34:40+05:30,0,93.42,5.453,35.69,0.19461757,,,,,,,,,,,,
2026-08-14T19:34:41+05:30,3.7,76.52,8.785,57.51,0.50522535,,,,,,,,,,,,
2026-08-14T19:34:42+05:30,0,65.73,7.456,48.81,0.36392736,,,,,,,,,,,,
2026-08-14T19:34:43+05:30,0.3,80.32,5.722,37.46,0.21434612,,,,,,,,,,,,
2026-08-14T19:34:44+05:30,1.2,94.72,8.264,54.10,0.4470824,,,,,,,,,,,,
2026-08-14T19:34:45+05:30,0.2,111.02,5.739,37.57,0.21561423,,,,,,,,,,,,
2026-08-14T19:34:46+05:30,0,113.90,9.425,61.70,0.5815225,,,,,,,,,,,,
2026-08-14T19:34:47+05:30,0,97.48,13.952,91.33,1.27423616,,,,,,,,,,,,
2026-08-14T19:34:48+05:30,0,104.51,12.622,82.62,1.04282964,,,,,,,,,,,,
2026-08-14T19:34:49+05:30,0,102.61,9.559,62.57,0.59810663,,,,,,,,,,,,
2026-08-14T19:34:50+05:30,3.9,86.01,10.148,66.43,0.67413164,,,,,,,,,,,,
2026-08-14T19:34:51+05:30,0,61.05,15.702,102.78,1.61385156,,,,,,,,,,,,
2026-08-14T19:34:52+05:30,0,72.99,10.266,67.20,0.6898752,,,,,,,,,,,,
2026-08-14T19:34:53+05:30,0,85.70,6.092,39.88,0.24294896,,,,,,,,,,,,
2026-08-14T19:34:54+05:30,2.4,91.43,6.867,44.95,0.30867165,,,,,,,,,,,,
2026-08-14T19:34:55+05:30,0,109.90,4.729,30.96,0.14640984,,,,,,,,,,,,
2026-08-14T19:34:56+05:30,6.1,102.62,7.944,52.00,0.413088,,,,,,,,,,,,
2026-08-14T19:34:57+05:30,0,106.85,5.638,36.91,0.20809858,,,,,,,,,,,,
2026-08-14T19:34:58+05:30,0,110.32,5.689,37.24,0.21185836,,,,,,,,,,,,
2026-08-14T19:34:59+05:30,2.2,88.76,9.458,61.91,0.58554478,,,,,,,,,,,,
2026-08-14T19:35:00+05:30,0,84.98,3.095,20.26,0.0627047,,,,,,,,,,,,
2026-08-14T19:35:01+05:30,0,77.47,5.739,37.57,0.21561423,,,,,,,,,,,,
2026-08-14T19:35:02+05:30,0,92.07,8.785,57.51,0.50522535,,,,,,,,,,,,
2026-08-14T19:35:03+05:30,0,92.73,12.858,84.17,1.08225786,,,,,,,,,,,,
2026-08-14T19:35:04+05:30,0,77.16,16.493,107.96,1.78058428,,,,,,,,,,,,
2026-08-14T19:35:05+05:30,0,78.24,13.380,87.58,1.1718204,,,,,,,,,,,,
2026-08-14T19:35:06+05:30,8.2,96.82,4.191,27.43,0.11495913,,,,,,,,,,,,
2026-08-14T19:35:07+05:30,0,106.63,5.049,33.05,0.16686945,,,,,,,,,,,,
2026-08-14T19:35:08+05:30,0,105.21,1.784,11.68,0.02083712,,,,,,,,,,,,
2026-08-14T19:35:09+05:30,0,101.27,3.366,22.03,0.07415298,,,,,,,,,,,,
2026-08-14T19:35:10+05:30,0.5,112.54,2.886,18.89,0.05451654,,,,,,,,,,,,
2026-08-14T19:35:11+05:30,6.2,107.10,2.890,18.92,0.0546788,,,,,,,,,,,,
2026-08-14T19:35:12+05:30,5.6,80.64,2.230,14.60,0.032558,,,,,,,,,,,,
2026-08-14T19:35:13+05:30,0,72.77,1.471,9.63,0.01416573,,,,,,,,,,,,
2026-08-14T19:35:14+05:30,0,66.79,1.491,9.76,0.01455216,,,,,,,,,,,,
2026-08-14T19:35:15+05:30,0,77.98,3.036,19.87,0.06032532,,,,,,,,,,,,
2026-08-14T19:35:16+05:30,2.5,86.21,2.317,15.17,0.03514889,,,,,,,,,,,,
2026-08-14T19:35:17+05:30,0,90.31,5.402,35.36,0.19101472,,,,,,,,,,,,
2026-08-14T19:35:18+05:30,8.6,108.51,3.551,23.24,0.08252524,,,,,,,,,,,,
2026-08-14T19:35:19+05:30,0,118.81,4.208,27.55,0.1159304,,,,,,,,,,,,
2026-08-14T19:35:20+05:30,0,111.98,4.123,26.99,0.11127977,,,,,,,,,,,,
2026-08-14T19:35:21+05:30,0,103.62,1.383,9.05,0.01251615,,,,,,,,,,,,
2026-08-14T19:35:22+05:30,3.6,93.09,2.477,16.21,0.04015217,,,,,,,,,,,,
2026-08-14T19:35:23+05:30,0.5,81.45,2.338,15.30,0.0357714,,,,,,,,,,,,
2026-08-14T19:35:24+05:30,0,77.44,3.820,25.01,0.0955382,,,,,,,,,,,,
2026-08-14T19:35:25+05:30,0,79.90,9.593,62.79,0.60234447,,,,,,,,,,,,
2026-08-14T19:35:26+05:30,0,83.69,9.559,62.57,0.59810663,,,,,,,,,,,,
2026-08-14T19:35:27+05:30,0,81.68,8.398,54.97,0.46163806,,,,,,,,,,,,
2026-08-14T19:35:28+05:30,0,91.27,5.638,36.91,0.20809858,,,,,,,,,,,,
2026-08-14T19:35:29+05:30,0,96.56,5.924,38.78,0.22973272,,,,,,,,,,,,
2026-08-14T19:35:30+05:30,2.4,112.50,4.258,27.87,0.11867046,,,,,,,,,,,,
2026-08-14T19:35:31+05:30,1.2,110.15,3.129,20.48,0.06408192,,,,,,,,,,,,
2026-08-14T19:35:32+05:30,0,100.18,6.294,41.20,0.2593128,,,,,,,,,,,,
2026-08-14T19:35:33+05:30,0,99.52,6.648,43.52,0.28932096,,,,,,,,,,,,
2026-08-14T19:35:34+05:30,0,88.25,7.388,48.36,0.35728368,,,,,,,,,,,,
2026-08-14T19:35:35+05:30,0,80.58,8.600,56.29,0.484094,,,,,,,,,,,,
2026-08-14T19:35:36+05:30,0,82.26,6.278,41.10,0.2580258,,,,,,,,,,,,
2026-08-14T19:35:37+05:30,0,79.34,3.888,25.45,0.0989496,,,,,,,,,,,,
2026-08-14T19:35:38+05:30,4.3,90.28,9.694,63.46,0.61518124,,,,,,,,,,,,
2026-08-14T19:35:39+05:30,0,99.31,4.443,29.08,0.12920244,,,,,,,,,,,,
2026-08-14T19:35:40+05:30,0,91.99,9.425,61.70,0.5815225,,,,,,,,,,,,
2026-08-14T19:35:41+05:30,0,89.07,7.944,52.00,0.413088,,,,,,,,,,,,
2026-08-14T19:35:42+05:30,1.8,101.49,7.523,49.24,0.37043252,,,,,,,,,,,,
2026-08-14T19:35:43+05:30,2.3,107.38,7.254,47.48,0.34441992,,,,,,,,,,,,
2026-08-14T19:35:44+05:30,0,100.59,3.719,24.34,0.09052046,,,,,,,,,,,,
2026-08-14T19:35:45+05:30,0,86.06,6.278,41.10,0.2580258,,,,,,,,,,,,
2026-08-14T19:35:46+05:30,0,91.81,5.285,34.60,0.182861,,,,,,,,,,,,
2026-08-14T19:35:47+05:30,0,99.77,4.241,27.76,0.11773016,,,,,,,,,,,,
2026-08-14T19:35:48+05:30,1.9,89.92,10.266,67.20,0.6898752,,,,,,,,,,,,
2026-08-14T19:35:49+05:30,3.1,77.98,12.471,81.63,1.01800773,,,,,,,,,,,,
2026-08-14T19:35:50+05:30,0,73.87,9.677,63.34,0.61294118,,,,,,,,,,,,
2026-08-14T19:35:51+05:30,1.8,91.78,11.529,75.47,0.87009363,,,,,,,,,,,,
2026-08-14T19:35:52+05:30,0,107.04,12.471,81.63,1.01800773,,,,,,,,,,,,
2026-08-14T19:35:53+05:30,0.5,102.90,7.860,51.45,0.404397,,,,,,,,,,,,
2026-08-14T19:35:54+05:30,0,90.85,6.799,44.51,0.30262349,,,,,,,,,,,,
2026-08-14T19:35:55+05:30,0,88.02,4.460,29.19,0.1301874,,,,,,,,,,,,
2026-08-14T19:35:56+05:30,0.2,101.49,5.116,33.49,0.17133484,,,,,,,,,,,,
2026-08-14T19:35:57+05:30,0,101.36,7.860,51.45,0.404397,,,,,,,,,,,,
2026-08-14T19:35:58+05:30,4.3,89.95,9.593,62.79,0.60234447,,,,,,,,,,,,
2026-08-14T19:35:59+05:30,0,86.44,13.380,87.58,1.1718204,,,,,,,,,,,,
2026-08-14T19:36:00+05:30,0,85.94,9.172,60.04,0.55068688,,,,,,,,,,,,
2026-08-14T19:36:01+05:30,0,99.71,7.860,51.45,0.404397,,,,,,,,,,,,
2026-08-14T19:36:02+05:30,0,101.25,6.648,43.52,0.28932096,,,,,,,,,,,,
2026-08-14T19:36:03+05:30,7.2,92.73,13.296,87.03,1.15715088,,,,,,,,,,,,
2026-08-14T19:36:04+05:30,0,75.63,5.621,36.79,0.20679659,,,,,,,,,,,,
2026-08-14T19:36:05+05:30,4.2,86.62,6.227,40.76,0.25381252,,,,,,,,,,,,
2026-08-14T19:36:06+05:30,0,109.64,3.703,24.24,0.08976072,,,,,,,,,,,,
2026-08-14T19:36:07+05:30,1,94.41,3.719,24.34,0.09052046,,,,,,,,,,,,
2026-08-14T19:36:08+05:30,1.1,78.21,9.425,61.70,0.5815225,,,,,,,,,,,,
2026-08-14T19:36:09+05:30,4.8,87.71,13.767,90.12,1.24068204,,,,,,,,,,,,
2026-08-14T19:36:10+05:30,0,101.89,7.085,46.38,0.3286023,,,,,,,,,,,,
2026-08-14T19:36:11+05:30,0,104.21,12.471,81.63,1.01800773,,,,,,,,,,,,
2026-08-14T19:36:12+05:30,0,104.79,8.583,56.18,0.48219294,,,,,,,,,,,,
2026-08-14T19:36:13+05:30,3.8,87.10,7.170,46.93,0.3364881,,,,,,,,,,,,
2026-08-14T19:36:14+05:30,1.5,88.78,11.747,76.89,0.90322683,,,,,,,,,,,,
2026-08-14T19:36:15+05:30,0.2,98.77,8.264,54.10,0.4470824,,,,,,,,,,,,
2026-08-14T19:36:16+05:30,0,87.37,12.622,82.62,1.04282964,,,,,,,,,,,,
2026-08-14T19:36:17+05:30,0,84.17,9.223,60.37,0.55679251,,,,,,,,,,,,
2026-08-14T19:36:18+05:30,0,80.99,12.000,78.55,0.9426,,,,,,,,,,,,
2026-08-14T19:36:19+05:30,1.3,91.96,4.696,30.74,0.14435504,,,,,,,,,,,,
2026-08-14T19:36:20+05:30,0,103.63,3.075,20.13,0.06189975,,,,,,,,,,,,
2026-08-14T19:36:21+05:30,3.3,101.97,3.450,22.58,0.077901,,,,,,,,,,,,
2026-08-14T19:36:22+05:30,0,92.29,4.174,27.32,0.11403368,,,,,,,,,,,,
2026-08-14T19:36:23+05:30,4.4,100.01,1.754,11.48,0.02013592,,,,,,,,,,,,
2026-08-14T19:36:24+05:30,0,107.98,2.407,15.76,0.03793432,,,,,,,,,,,,
2026-08-14T19:36:25+05:30,0,90.85,3.316,21.71,0.07199036,,,,,,,,,,,,
2026-08-14T19:36:26+05:30,0,79.50,3.686,24.13,0.08894318,,,,,,,,,,,,
2026-08-14T19:36:27+05:30,0,77.34,1.606,10.51,0.01687906,,,,,,,,,,,,
2026-08-14T19:36:28+05:30,0,92.82,1.902,12.45,0.0236799,,,,,,,,,,,,
2026-08-14T19:36:29+05:30,0,86.35,1.289,8.44,0.01087916,,,,,,,,,,,,
2026-08-14T19:36:30+05:30,0.9,91.75,0.000,0.00,0,,,,,,,,,,,,
2026-08-14T19:36:31+05:30,0,102.13,2.119,13.87,0.02939053,,,,,,,,,,,,
2026-08-14T19:36:32+05:30,5.3,105.66,1.289,8.44,0.01087916,,,,,,,,,,,,
2026-08-14T19:36:33+05:30,1.8,113.58,2.563,16.78,0.04300714,,,,,,,,,,,,
2026-08-14T19:36:34+05:30,1.8,93.97,7.792,51.01,0.39746992,,,,,,,,,,,,
2026-08-14T19:36:35+05:30,0,87.18,7.035,46.05,0.32396175,,,,,,,,,,,,
2026-08-14T19:36:36+05:30,0,87.81,6.463,42.31,0.27344953,,,,,,,,,,,,
2026-08-14T19:36:37+05:30,0,80.06,5.184,33.93,0.17589312,,,,,,,,,,,,
2026-08-14T19:36:38+05:30,4.9,88.48,4.056,26.55,0.1076868,,,,,,,,,,,,
2026-08-14T19:36:39+05:30,1.8,91.58,3.703,24.24,0.08976072,,,,,,,,,,,,
2026-08-14T19:36:40+05:30,0,82.02,1.845,12.08,0.0222876,,,,,,,,,,,,
2026-08-14T19:36:41+05:30,0,83.89,4.645,30.41,0.14125445,,,,,,,,,,,,
2026-08-14T19:36:42+05:30,2.2,96.81,2.509,16.42,0.04119778,,,,,,,,,,,,
2026-08-14T19:36:43+05:30,0.3,107.78,2.151,14.08,0.03028608,,,,,,,,,,,,
2026-08-14T19:36:44+05:30,0,107.66,1.930,12.63,0.0243759,,,,,,,,,,,,
2026-08-14T19:36:45+05:30,0,96.47,2.632,17.23,0.04534936,,,,,,,,,,,,
2026-08-14T19:36:46+05:30,0,94.62,2.242,14.68,0.03291256,,,,,,,,,,,,
2026-08-14T19:36:47+05:30,0,102.98,1.313,8.59,0.01127867,,,,,,,,,,,,
2026-08-14T19:36:48+05:30,6.8,94.99,4.241,27.76,0.11773016,,,,,,,,,,,,
2026-08-14T19:36:49+05:30,0.6,70.98,4.224,27.65,0.1167936,,,,,,,,,,,,
2026-08-14T19:36:50+05:30,0,72.36,3.534,23.13,0.08174142,,,,,,,,,,,,
2026-08-14T19:36:51+05:30,3.6,93.17,5.099,33.38,0.17020462,,,,,,,,,,,,
2026-08-14T19:36:52+05:30,0,99.26,4.611,30.18,0.13915998,,,,,,,,,,,,
2026-08-14T19:36:53+05:30,0,102.84,4.679,30.63,0.14331777,,,,,,,,,,,,
2026-08-14T19:36:54+05:30,3.1,95.36,5.116,33.49,0.17133484,,,,,,,,,,,,
2026-08-14T19:36:55+05:30,0,88.25,4.847,31.73,0.15379531,,,,,,,,,,,,
2026-08-14T19:36:56+05:30,0,93.85,5.015,32.83,0.16464245,,,,,,,,,,,,
2026-08-14T19:36:57+05:30,0.7,96.61,3.551,23.24,0.08252524,,,,,,,,,,,,
2026-08-14T19:36:58+05:30,0,103.63,2.957,19.36,0.05724752,,,,,,,,,,,,
2026-08-14T19:36:59+05:30,1.7,87.36,3.921,25.67,0.10065207,,,,,,,,,,,,
2026-08-14T19:37:00+05:30,0,78.10,3.282,21.48,0.07049736,,,,,,,,,,,,
2026-08-14T19:37:01+05:30,3.3,87.87,1.562,10.22,0.01596364,,,,,,,,,,,,
2026-08-14T19:37:02+05:30,0.3,109.98,4.073,26.66,0.10858618,,,,,,,,,,,,
2026-08-14T19:37:03+05:30,8.2,106.02,2.317,15.17,0.03514889,,,,,,,,,,,,
2026-08-14T19:37:04+05:30,0.1,81.08,3.938,25.78,0.10152164,,,,,,,,,,,,
2026-08-14T19:37:05+05:30,6.5,90.45,6.126,40.10,0.2456526,,,,,,,,,,,,
2026-08-14T19:37:06+05:30,0,104.20,14.507,94.96,1.37758472,,,,,,,,,,,,
2026-08-14T19:37:07+05:30,0,100.12,4.763,31.18,0.14851034,,,,,,,,,,,,
2026-08-14T19:37:08+05:30,4.3,83.73,4.982,32.61,0.16246302,,,,,,,,,,,,
2026-08-14T19:37:09+05:30,0,66.24,4.123,26.99,0.11127977,,,,,,,,,,,,
2026-08-14T19:37:10+05:30,7.6,93.18,1.789,11.71,0.02094919,,,,,,,,,,,,
2026-08-14T19:37:11+05:30,0,108.71,2.609,17.08,0.04456172,,,,,,,,,,,,
2026-08-14T19:37:12+05:30,3.4,104.53,1.733,11.34,0.01965222,,,,,,,,,,,,
2026-08-14T19:37:13+05:30,0.8,86.47,2.208,14.45,0.0319056,,,,,,,,,,,,
2026-08-14T19:37:14+05:30,0,76.62,4.107,26.88,0.11039616,,,,,,,,,,,,
2026-08-14T19:37:15+05:30,7.3,102.53,5.537,36.24,0.20066088,,,,,,,,,,,,
2026-08-14T19:37:16+05:30,0,113.14,4.729,30.96,0.14640984,,,,,,,,,,,,
2026-08-14T19:37:17+05:30,6.1,91.61,6.463,42.31,0.27344953,,,,,,,,,,,,
2026-08-14T19:37:18+05:30,0,78.77,8.583,56.18,0.48219294,,,,,,,,,,,,
2026-08-14T19:37:19+05:30,4.8,95.01,8.886,58.17,0.51689862,,,,,,,,,,,,
2026-08-14T19:37:20+05:30,0,105.35,7.069,46.27,0.32708263,,,,,,,,,,,,
2026-08-14T19:37:21+05:30,12.3,91.69,2.705,17.71,0.04790555,,,,,,,,,,,,
2026-08-14T19:37:22+05:30,0.5,85.00,2.092,13.69,0.02863948,,,,,,,,,,,,
2026-08-14T19:37:23+05:30,0,94.59,2.565,16.79,0.04306635,,,,,,,,,,,,
2026-08-14T19:37:24+05:30,0,97.12,0.000,0.00,0,,,,,,,,,,,,
2026-08-14T19:37:25+05:30,0,80.15,0.838,5.49,0.00460062,,,,,,,,,,,,
2026-08-14T19:37:26+05:30,0.4,72.55,1.774,11.61,0.02059614,,,,,,,,,,,,
2026-08-14T19:37:27+05:30,3.6,93.46,2.430,15.91,0.0386613,,,,,,,,,,,,
2026-08-14T19:37:28+05:30,0,104.32,3.753,24.57,0.09221121,,,,,,,,,,,,
2026-08-14T19:37:29+05:30,0,106.57,3.585,23.47,0.08413995,,,,,,,,,,,,
2026-08-14T19:37:30+05:30,0,102.71,9.509,62.24,0.59184016,,,,,,,,,,,,
2026-08-14T19:37:31+05:30,0,104.25,10.637,69.63,0.74065431,,,,,,,,,,,,
2026-08-14T19:37:32+05:30,0,103.93,4.780,31.29,0.1495662,,,,,,,,,,,,
2026-08-14T19:37:33+05:30,0.6,93.54,3.366,22.03,0.07415298,,,,,,,,,,,,
2026-08-14T19:37:34+05:30,0,85.83,2.705,17.71,0.04790555,,,,,,,,,,,,
2026-08-14T19:37:35+05:30,0,81.56,1.335,8.74,0.0116679,,,,,,,,,,,,
2026-08-14T19:37:36+05:30,5.1,66.19,0.000,0.00,0,,,,,,,,,,,,
2026-08-14T19:37:37+05:30,6.4,69.75,0.998,6.53,0.00651694,,,,,,,,,,,,
2026-08-14T19:37:38+05:30,2.5,93.29,0.000,0.00,0,,,,,,,,,,,,
