timestamp_s,reading_value,raw_text,unit,confidence,status,interpolated_value
398.0,34.0,34,uA,0.341,OK,17.039
399.0,,,uA,0.685,LOW_CONFIDENCE,17.039
400.0,0.078,0.078,uA,0.227,OK,1.252
401.0,1.252,1.252,uA,0.363,OK,1.252
402.0,3.078,3.078,uA,0.255,OK,3.078
403.0,5.0,5,uA,0.092,LOW_CONFIDENCE,3.5
404.0,,,uA,0.799,LOW_CONFIDENCE,3.5
405.0,2.0,02,uA,0.188,LOW_CONFIDENCE,3.5
406.0,,,uA,0.66,LOW_CONFIDENCE,3.5
407.0,5.0,5,uA,0.088,LOW_CONFIDENCE,5.0
408.0,5.0,5,uA,0.092,LOW_CONFIDENCE,5.0
409.0,3.078,3.078,uA,0.244,OK,5.0
410.0,5.0,5,uA,0.07,LOW_CONFIDENCE,5.0
411.0,77.0,77,uA,0.283,OK,6.77
412.0,6.77,6.77,uA,0.254,OK,7.0
413.0,7.0,07,uA,0.158,LOW_CONFIDENCE,6.77
414.0,5.0,5,uA,0.091,LOW_CONFIDENCE,5.0
415.0,3.008,3.008,uA,0.18,LOW_CONFIDENCE,5.0
416.0,5.0,5,uA,0.089,LOW_CONFIDENCE,5.0
417.0,,,uA,0.0,LOW_CONFIDENCE,5.0
418.0,5.0,5,uA,0.086,LOW_CONFIDENCE,5.0
419.0,5.0,5,uA,0.09,LOW_CONFIDENCE,5.0
420.0,5.0,5,uA,0.091,LOW_CONFIDENCE,5.0
421.0,7.0,7,uA,0.312,OK,5.0
422.0,5.0,5,uA,0.084,LOW_CONFIDENCE,5.0
423.0,5.0,5,uA,0.091,LOW_CONFIDENCE,5.0
424.0,,,uA,0.0,LOW_CONFIDENCE,4.428571428571429
425.0,,,uA,0.0,LOW_CONFIDENCE,3.857142857142857
426.0,,,uA,0.0,LOW_CONFIDENCE,3.2857142857142856
427.0,,,uA,0.0,LOW_CONFIDENCE,2.7142857142857144
428.0,,--,uA,0.8,OK,2.1428571428571432
429.0,,,uA,0.825,LOW_CONFIDENCE,2.1428571428571432
430.0,1.0,1,uA,0.573,OK,1.0
431.0,,,uA,0.0,LOW_CONFIDENCE,1.0
432.0,,,uA,0.0,LOW_CONFIDENCE,1.0
433.0,,,uA,0.0,LOW_CONFIDENCE,1.0
434.0,,,uA,0.0,LOW_CONFIDENCE,1.0
435.0,,,uA,0.0,LOW_CONFIDENCE,1.0
436.0,1.0,1,uA,0.568,OK,1.0
437.0,,,uA,0.0,LOW_CONFIDENCE,1.0
438.0,,,uA,0.0,LOW_CONFIDENCE,1.0
439.0,,,uA,0.0,LOW_CONFIDENCE,1.0
440.0,,,uA,0.0,LOW_CONFIDENCE,1.0
441.0,,,uA,0.0,LOW_CONFIDENCE,1.0
442.0,,,uA,0.0,LOW_CONFIDENCE,1.0
443.0,,,uA,0.0,LOW_CONFIDENCE,1.0
444.0,,,uA,0.0,LOW_CONFIDENCE,1.0
445.0,,,uA,0.0,LOW_CONFIDENCE,1.0
446.0,,,uA,0.0,LOW_CONFIDENCE,1.0
447.0,,,uA,0.0,LOW_CONFIDENCE,1.0
448.0,,,uA,0.0,LOW_CONFIDENCE,1.0
449.0,,,uA,0.0,LOW_CONFIDENCE,1.0
450.0,,,uA,0.0,LOW_CONFIDENCE,1.0
451.0,,,uA,0.0,LOW_CONFIDENCE,1.0
452.0,,,uA,0.0,LOW_CONFIDENCE,1.0
453.0,,,uA,0.0,LOW_CONFIDENCE,1.0
454.0,1.0,1.,uA,0.369,OK,1.0
455.0,,,uA,0.0,LOW_CONFIDENCE,1.3333333333333333
456.0,,,uA,0.0,LOW_CONFIDENCE,1.6666666666666665
457.0,2.0,2,uA,0.081,LOW_CONFIDENCE,1.6666666666666665
458.0,,,uA,0.0,LOW_CONFIDENCE,1.5
459.0,1.0,1.,uA,0.372,OK,1.0
460.0,,,uA,0.0,LOW_CONFIDENCE,1.0
461.0,,,uA,0.0,LOW_CONFIDENCE,1.0
462.0,1.0,1,uA,0.557,OK,1.0
463.0,,-,uA,0.861,OK,1.0
464.0,,,uA,0.0,LOW_CONFIDENCE,1.0
465.0,,,uA,0.0,LOW_CONFIDENCE,1.0
466.0,1.0,1,uA,0.365,OK,1.0
467.0,,,uA,0.0,LOW_CONFIDENCE,1.0
468.0,,,uA,0.0,LOW_CONFIDENCE,1.0
469.0,,,uA,0.0,LOW_CONFIDENCE,1.0
470.0,,,uA,0.664,LOW_CONFIDENCE,1.0
471.0,1.0,1.,uA,0.344,OK,1.0
472.0,1.0,1,uA,0.531,OK,1.0
473.0,91.0,91,uA,0.497,OK,81.0
474.0,,,uA,0.0,LOW_CONFIDENCE,81.0
475.0,71.0,71,uA,0.509,OK,71.0
476.0,71.0,71,uA,0.42,OK,71.0
477.0,95.0,95,uA,0.193,LOW_CONFIDENCE,71.0
478.0,7.0,7,uA,0.551,OK,7.0
479.0,7.0,7,uA,0.475,OK,7.0
480.0,7.0,7,uA,0.465,OK,7.0
481.0,77.0,77,uA,0.476,OK,7.0
